id,title,year,doi,n_citation,doc_type,reference_count,references
267,Her single begin system arrive there.,2002,https://doi.org/10.1000/187928,215,Journal,1,680;1706;1933;960;1032
268,Five so alone.,1999,https://doi.org/10.1000/135596,140,Conference,14,1197;704;1629;1361;457
269,Final anyone provide.,1994,https://doi.org/10.1000/989825,358,Conference,40,198;1821;1140;1152;84
270,Thank in high true soldier Democrat.,1991,https://doi.org/10.1000/541097,438,Conference,26,1659;343;1729
271,Respond third ok.,2024,https://doi.org/10.1000/983387,473,Conference,44,264;571;635;209
272,General technology memory.,2001,https://doi.org/10.1000/174115,203,Conference,1,462;1947;1268;461;1181;1901;1405;1706
273,Brother control stock sign condition.,2010,https://doi.org/10.1000/512507,251,Journal,21,457;413;541;1257;1766;491
274,Team our true.,2023,https://doi.org/10.1000/513084,460,Journal,21,432;1275
275,Return itself score year artist second.,2001,https://doi.org/10.1000/339560,469,Journal,10,1989;734;1974;95;1699;73;1225;1600;1848;920
276,His sure class modern job today.,2004,https://doi.org/10.1000/998480,495,Conference,30,1927
277,City would rate research walk worker risk.,2010,https://doi.org/10.1000/332653,475,Conference,37,698;995;1641;1000;1854;1778;1265;1914;65
278,Cause positive generation ahead.,2006,https://doi.org/10.1000/365532,317,Journal,13,1052;356;661;690;1862
279,Near knowledge hundred much conference benefit.,2019,https://doi.org/10.1000/406081,356,Conference,8,1031;1238;1535;1020;1250;1538;578;117;100;958
280,Couple pay up success.,2016,https://doi.org/10.1000/884513,280,Conference,16,664;171;869;1864;546;593;1877
281,Away would exactly act bad war would.,1995,https://doi.org/10.1000/925074,64,Journal,24,1292;1043;1715;297;1490;1622;250;652;584
282,Natural tree lay.,2022,https://doi.org/10.1000/275969,467,Conference,44,495;1233;893;410;1808;902;581;544;158
283,Camera budget next.,2004,https://doi.org/10.1000/263284,472,Conference,39,229;959;1848;1690;1025
284,Address billion red matter.,2008,https://doi.org/10.1000/805957,184,Conference,28,1249;636;1919;189;1940
285,Blue form leave let model.,2006,https://doi.org/10.1000/818817,98,Conference,30,1784;526;45;922;277;1414;1968
286,Pretty late southern cultural too which.,2014,https://doi.org/10.1000/395341,106,Conference,42,1131;434;190;1754;299;1820
287,Production admit government pass institution American.,2001,https://doi.org/10.1000/256713,353,Conference,32,1870;1088;423;444;1867;1173
288,Quite worker itself total.,2018,https://doi.org/10.1000/321753,115,Conference,5,1479;789;431;1715;1468;1061;1369
289,Ask laugh identify just.,1991,https://doi.org/10.1000/289385,285,Journal,8,184;1461;1777
290,Candidate method read reveal plan.,2019,https://doi.org/10.1000/749444,256,Conference,15,1017;180;1959;1891;1118;1979;320;299;25;1661
291,Bad enter political produce message player.,2019,https://doi.org/10.1000/719946,405,Conference,50,763
292,Better itself people market.,2007,https://doi.org/10.1000/235578,447,Journal,29,1572;205
293,Center early thought another wide.,2025,https://doi.org/10.1000/336977,312,Conference,27,1533
294,That into today budget.,2017,https://doi.org/10.1000/688125,0,Conference,17,189;71;1140;403;23;1980;97;135;223
295,Possible treatment major.,2009,https://doi.org/10.1000/153388,27,Conference,45,1944;46;1820;1697;658;1794;1501
296,Heart listen feeling.,2003,https://doi.org/10.1000/666298,388,Journal,29,249
297,Anyone next show do prove.,2014,https://doi.org/10.1000/581205,445,Journal,25,832;1434;1574;1975;1797;572;449;504
298,Middle best trip able help.,2024,https://doi.org/10.1000/569231,256,Conference,17,488;502;1582;1475;327;1478
299,Night myself single much guess read.,2021,https://doi.org/10.1000/466881,490,Journal,17,1737;39;914;1856;1142;933
300,Change everybody perhaps federal dinner often.,1995,https://doi.org/10.1000/821383,428,Journal,39,527;1909;367;1302;551;1704;935;1451
301,Allow no loss.,2024,https://doi.org/10.1000/260569,494,Conference,17,1455;983;1733;1345;209;1695;705;1817;650
302,Follow child successful moment moment doctor.,1990,https://doi.org/10.1000/948193,447,Conference,2,539;426
303,Article floor something.,2016,https://doi.org/10.1000/434815,111,Conference,24,1025;636;94
304,Others voice song region machine.,1993,https://doi.org/10.1000/232386,145,Journal,27,1565;376;56;1445;1768;477;385;1406;850;1439
305,Fill responsibility police change well some.,2013,https://doi.org/10.1000/472468,257,Journal,1,1202;999;1069;129;261
306,Save show memory usually another.,2025,https://doi.org/10.1000/558139,63,Conference,2,481;906;672
307,Share floor fly out.,2009,https://doi.org/10.1000/200584,177,Conference,18,1046;64;1926;1089;324
308,Change ground book.,2020,https://doi.org/10.1000/438462,20,Journal,31,1452;1816;1745;1522;779;1953;498;849;626;1408
309,Often white realize nearly probably.,1993,https://doi.org/10.1000/926015,415,Conference,27,159;682;1084;1204;1838;226;1535;1001;1435;393
310,Remain ok push budget.,2002,https://doi.org/10.1000/424529,405,Conference,20,300;244;406;563
311,Kitchen computer reality across a push.,2015,https://doi.org/10.1000/300572,163,Journal,36,1241;1701;73;1457;1733;1810
312,Since expert after boy.,2011,https://doi.org/10.1000/552359,134,Conference,4,1990;1999;83;1092;703;632;430;478
313,Anything throughout American article cold.,1992,https://doi.org/10.1000/390623,142,Journal,30,525;136;211;1159;1648;404;1609
314,Sense thing interest.,1996,https://doi.org/10.1000/278934,313,Journal,47,427;503;1505;1865;221;986;417;399;1712;1818
315,Buy difference brother machine wear song each.,2020,https://doi.org/10.1000/820152,297,Journal,47,851;1292;1900;1364;1593;1158;393
316,Pretty history age eye you best.,1991,https://doi.org/10.1000/503189,402,Journal,41,1953;1576;587;218;1500
317,Pick crime perform.,2016,https://doi.org/10.1000/376865,474,Conference,48,345;75
318,Check will character relate image.,2001,https://doi.org/10.1000/642455,152,Conference,6,1579;1583;1630;1043;148;1252
319,Whatever state important.,2003,https://doi.org/10.1000/671413,96,Journal,26,1364;653
320,On rate fight product.,2001,https://doi.org/10.1000/552102,250,Journal,48,767;686;645;164;270;279;1781;1903
321,Cover less even ago hotel key.,2006,https://doi.org/10.1000/516073,34,Conference,7,47;1767;268
322,East green feeling wrong.,1998,https://doi.org/10.1000/619366,479,Journal,40,1021;1611;1728;1990;1788;1417;703
323,Decade course feeling.,2015,https://doi.org/10.1000/549298,212,Journal,31,1686
324,Society common attack school.,2002,https://doi.org/10.1000/333570,57,Journal,4,761;575;567;1319;1878;1797
325,State man for.,2009,https://doi.org/10.1000/794578,24,Conference,36,1894;911;1782;1369;1755;1428;929;980
326,Hold data record agreement music yeah.,2012,https://doi.org/10.1000/315535,133,Conference,19,296;1031;917;734;1455;393;1902;854
327,Hard win still.,2004,https://doi.org/10.1000/494520,488,Journal,44,1968;1206;383;1933;873;759;1056;1699;104
328,Success ahead drop sea.,2006,https://doi.org/10.1000/245064,224,Conference,47,982
329,Get quickly still worker.,1991,https://doi.org/10.1000/336639,365,Journal,34,1845
330,Yeah across last.,2015,https://doi.org/10.1000/684884,386,Journal,9,1564;155;312
331,Information return inside best prove set.,2020,https://doi.org/10.1000/646605,398,Conference,18,1341;1343;1877
332,Book thousand suffer nor direction.,2021,https://doi.org/10.1000/725010,481,Conference,14,403;1167
333,Table I big time point authority lose.,2024,https://doi.org/10.1000/583931,132,Conference,32,241;77;548;1608;669;1880;995
334,Politics actually investment possible.,2005,https://doi.org/10.1000/825591,76,Journal,17,1764;284;731;85;1661
335,Summer charge world provide.,2018,https://doi.org/10.1000/797834,68,Journal,47,542;762;1712;385;1927;44;956;433
336,Role stage memory watch leave.,2009,https://doi.org/10.1000/586113,440,Journal,42,1133;692;1038
337,Democrat difference walk.,2023,https://doi.org/10.1000/769601,227,Journal,12,1163;818;1070;1863;1926
338,Present almost material.,2022,https://doi.org/10.1000/191436,250,Conference,29,419
339,Off administration thank here.,2012,https://doi.org/10.1000/641061,476,Conference,2,1981;863;1802;1458;1064;320;915;46
340,Human myself television.,2001,https://doi.org/10.1000/807003,290,Conference,31,17;1252
341,Final newspaper explain expert.,2014,https://doi.org/10.1000/128842,290,Journal,1,1403;1981;652;878;307
342,Want realize either concern finish.,2017,https://doi.org/10.1000/300459,428,Conference,30,1173;1955;268;1634
343,Hope total want.,2010,https://doi.org/10.1000/295087,408,Journal,43,1667;297;811;528;1754;305;1283;1783;460
344,Best mind seek lead.,2020,https://doi.org/10.1000/467848,16,Journal,11,1056;404;1757;1885;661;1105;703;508
345,Health several dream.,2025,https://doi.org/10.1000/652868,29,Conference,26,730;377;458;1394
346,Every forget course focus environmental.,2017,https://doi.org/10.1000/101125,305,Conference,16,1619;71;1551;956
347,Important mother decide half add attorney.,2016,https://doi.org/10.1000/475958,476,Conference,17,513;857
348,Around Republican from.,2014,https://doi.org/10.1000/216689,340,Conference,18,1403;1931;608;1161;151;1043;868;1277
349,Management least fine five.,1996,https://doi.org/10.1000/950651,282,Conference,40,749
350,Every tell office.,2001,https://doi.org/10.1000/299881,463,Conference,2,1527;1962;768;1794;1957
351,Along support less process turn gas.,2023,https://doi.org/10.1000/309888,492,Journal,28,90;1421;550;1450;233;1988;230;918
352,Money treatment condition.,2023,https://doi.org/10.1000/625534,268,Journal,48,826;566;1479;922;1874;1571;447;150;1505
353,Item yeah treat look.,2018,https://doi.org/10.1000/855503,463,Journal,27,1384
354,Land day memory claim.,1994,https://doi.org/10.1000/448063,189,Journal,5,518;1253
355,Politics season leader pick.,2020,https://doi.org/10.1000/313725,40,Conference,20,1140;1251;1520;1855;63;362
356,Executive part for more report so.,1990,https://doi.org/10.1000/727216,82,Journal,1,365;549;1080;906;1014;1793;472;1004
357,Class service fire stock.,2006,https://doi.org/10.1000/245940,270,Journal,19,552;100;416;725;1318
358,Travel throw price blue.,2011,https://doi.org/10.1000/276322,21,Journal,19,144;381;1763
359,Me his wind represent.,2010,https://doi.org/10.1000/767528,120,Journal,4,1692;1661;1467;1671
360,Myself itself suffer.,2007,https://doi.org/10.1000/836651,294,Conference,31,1846;507;1721;117;744;843;1592
361,Fear many surface energy.,2023,https://doi.org/10.1000/317965,220,Conference,47,1371;1315;1978;803;511;385
362,Detail fish face.,2021,https://doi.org/10.1000/101705,201,Conference,32,968
363,Stuff question center land.,2023,https://doi.org/10.1000/717993,337,Journal,20,1564;1037;831;1520;635;655;752;1776;1503
364,Put son child fact ahead.,1990,https://doi.org/10.1000/284287,18,Conference,1,671
365,Sea language tax property difficult nation.,1990,https://doi.org/10.1000/490390,170,Journal,4,1677;1312;656;1406;593
366,Maintain record letter.,2009,https://doi.org/10.1000/814937,380,Conference,4,22;1093;1756;657;1746;1153;143;855;1848
367,Year spring ready adult ask.,2006,https://doi.org/10.1000/948295,349,Journal,39,621;1605;1849;1666;33;1973;115;1153;1340;1518
368,Interest agency show son town.,2010,https://doi.org/10.1000/225117,325,Journal,28,1280;1035;989
369,Heavy over low.,2009,https://doi.org/10.1000/567973,198,Journal,26,1128;14;1932;1234;605;1519;1688;415;1969
370,Each instead board.,2009,https://doi.org/10.1000/569750,472,Journal,33,1420;578;559;1389;949;315
371,Shake late still card game.,2008,https://doi.org/10.1000/318275,265,Journal,43,871;1467;1438;1235;649;1421;948;1675
372,After seat enjoy fly enter experience.,2011,https://doi.org/10.1000/373867,400,Journal,25,1074;1961;84
373,Listen pay factor.,2017,https://doi.org/10.1000/276904,89,Journal,1,1065;1236;1581;1192;743;1061
374,End build involve.,1992,https://doi.org/10.1000/955407,364,Conference,46,1117
375,Case reflect watch red.,2001,https://doi.org/10.1000/940389,152,Conference,2,542;1616
376,Performance her director forward run future.,2006,https://doi.org/10.1000/998672,128,Conference,46,1598;443;1966;1976;1983;786;134;312
377,Especially capital myself issue significant.,2025,https://doi.org/10.1000/448503,57,Journal,38,1266;789;1175;1906;1645;28;243;1955;320;1993
378,Middle father scene against effort.,2025,https://doi.org/10.1000/349476,22,Journal,14,1533;651;1077;1763;72;41
379,Life character ever administration analysis wrong.,2025,https://doi.org/10.1000/250218,91,Journal,1,1215;1487;892;1550;1872;857;1652;1060;487;1474
380,Deal one together write his indeed.,2017,https://doi.org/10.1000/939109,392,Journal,7,1461;1800;1059
381,Event sea know perform.,1993,https://doi.org/10.1000/856577,393,Conference,39,1623;272;820;246;544
382,Paper us last.,2008,https://doi.org/10.1000/211290,36,Journal,10,194;1546;72;684;1391;810;1300;814
383,Close question notice stand race.,2001,https://doi.org/10.1000/649774,340,Journal,12,246;1177;1346;79;1828;1729;1914;1190;1215;1412
384,Alone organization worry address contain air.,2000,https://doi.org/10.1000/118864,253,Journal,3,1696;601;1598;543;363;770
385,Research should perform.,1993,https://doi.org/10.1000/387755,435,Journal,49,167;1528
386,Stop full nor today.,2012,https://doi.org/10.1000/124116,393,Conference,4,1223;822;288;1575;1107;891;827;1445
387,Indicate walk drive reveal low.,1997,https://doi.org/10.1000/924065,41,Journal,13,229
388,Police chair former.,1991,https://doi.org/10.1000/856078,218,Journal,2,20;135;1831;6;1339;1120;790;1427;1966;1191
389,Work range work discover sound.,2002,https://doi.org/10.1000/817381,408,Conference,46,1813;44
390,Agree one while ready simple.,1991,https://doi.org/10.1000/429267,209,Journal,44,575;1502;1621
391,Window free civil until work job.,2025,https://doi.org/10.1000/633285,149,Journal,7,1634;1898;1609;1074;1554
392,Appear black bill.,1992,https://doi.org/10.1000/490694,489,Conference,49,1247;1406;377;1166;1594;1617;1961;1025
393,Rather no bill fine energy course.,2011,https://doi.org/10.1000/863304,153,Conference,32,1662;914
394,Address college thing decide morning star whose.,1998,https://doi.org/10.1000/176178,357,Conference,45,965;1206;1312;1413;1715;1408;201;1182;1386;1092
395,Exactly than man break material.,2001,https://doi.org/10.1000/842325,302,Journal,13,1130
396,Successful me party institution remain.,2007,https://doi.org/10.1000/989100,25,Conference,1,1540;846;213;682;1297;974;458;580;1123
397,Figure place mouth away.,2011,https://doi.org/10.1000/791032,449,Conference,46,686;1153;1573;67;1176;964;1417
398,Reality science human market.,1995,https://doi.org/10.1000/471898,387,Journal,30,189;483;83;1120
399,Win director one.,2001,https://doi.org/10.1000/620497,169,Journal,11,353
400,Indeed only notice movement.,2024,https://doi.org/10.1000/489301,341,Conference,43,1022;998;706;1323;887;605;1304;1860
401,Enjoy right small several read.,1995,https://doi.org/10.1000/634692,130,Conference,35,124
402,Bar news next day.,2008,https://doi.org/10.1000/131580,325,Conference,1,1794;1523;499;1353;917;1679;457;252;1296;226
403,Care wide along home write nearly.,2020,https://doi.org/10.1000/314689,151,Journal,12,1701;495;1835;1116;889;986;304;725
404,Middle more public scientist ever trouble.,1995,https://doi.org/10.1000/830146,499,Journal,46,1646;922
